Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
roof-hatch-electric-small,Roof Hatch Electric 530 x 530,"<p>Elevate the experience with push-button operation. The electric small roof hatch opens front or rear at the touch of the 30-6000 control unit, shows its position on the display and closes automatically when you switch off the ignition.</p><p>Dark tinted ECE 43R glass dome, EMC approved, homologated EC 2004/104, high-quality gaskets and a pre-drilled outer frame (640 x 640 mm). Suits roof thicknesses from 30 to 70 mm.</p><p>24V as standard. For 12V vehicles use our 12V to 24V converter (89-STEP12-24). Always combine with the 30-6000 control unit.</p><h3>Key features</h3><ul><li>Aperture 530 x 530 mm, electric 24V</li><li>Dark tinted glass dome homologated ECE 43R</li><li>EMC approved, homologated EC 2004/104</li><li>Suits roof thickness 30 to 70 mm</li><li>High-quality gaskets, pre-drilled outer frame 640 x 640 mm</li><li>Use with control unit 30-6000</li><li>12V possible via converter 89-STEP12-24</li></ul><h3>Specifications</h3><table><tr><th>Aperture</th><td>530 x 530 mm</td></tr><tr><th>Outer frame</th><td>640 x 640 mm</td></tr><tr><th>Radius</th><td>R80</td></tr><tr><th>Glass</th><td>Dark, UV 6% / Heat 16% / Light 17%, ECE 43R</td></tr><tr><th>Roof thickness</th><td>30 to 70 mm</td></tr><tr><th>Operation</th><td>Electric 24V</td></tr><tr><th>Approvals</th><td>EMC, ECE 43R, EC 2004/104</td></tr><tr><th>Required</th><td>Control unit 30-6000</td></tr></table>",Pegasus Depot,,Roof Hatches,"Roof Hatches,Buses & Coaches,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Electric 24V,EMC approved,ECE 43R",TRUE,Title,Default Title,,,,,90-5000-E,,shopify,25,continue,manual,949,1059,TRUE,TRUE,,https://pegasusdepot.com/assets/img/90-5000-e-foto1-1400.webp,1,Roof Hatch Electric 530 x 530,,"Roof Hatch Electric 530 x 530 · Push-button comfort, ECE 43R dome","Electric 24V version of the 530 x 530 mm hatch. Dark tinted ECE 43R glass dome, EMC approved, homologated EC 2004/104, roof thickness 30 to 70 mm. Operate with the 30-6000 control unit (sold separately or in our kit).",kg,active
roof-hatch-electric-small,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/90-5000-e-foto2fc-scaled-1400.webp,2,Roof Hatch Electric 530 x 530,,,,,
roof-hatch-electric-small,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/pmh2-1400.webp,3,Roof Hatch Electric 530 x 530,,,,,
roof-hatch-electric-large,Roof Hatch Electric 970 x 530 Emergency Exit,"<p>Our flagship roof hatch redefines safety and comfort for buses, coaches and emergency vehicles. It combines an EC 2001/85 compliant emergency exit with electric operation: open front or rear from the 30-6000 control unit, read the position on the display, and let it close automatically when the ignition goes off.</p><p>The standard dark tinted glass dome is homologated ECE 43R and reduces glare and heat. The hatch is EMC approved and homologated EC 2004/104, fits roof thicknesses from 30 to 70 mm, and comes with high-quality gaskets, a pre-drilled outer frame (1080 x 640 mm) and a break-glass hammer.</p><p>24V as standard; 12V vehicles use our 89-STEP12-24 converter. Always combine with the 30-6000 control unit.</p><h3>Key features</h3><ul><li>Aperture 970 x 530 mm, electric 24V</li><li>Emergency exit according to EC 2001/85</li><li>Dark tinted glass dome homologated ECE 43R</li><li>EMC approved, homologated EC 2004/104</li><li>Suits roof thickness 30 to 70 mm</li><li>High-quality gaskets, pre-drilled outer frame 1080 x 640 mm</li><li>Break-glass hammer included</li><li>Use with control unit 30-6000</li></ul><h3>Specifications</h3><table><tr><th>Aperture</th><td>970 x 530 mm</td></tr><tr><th>Outer frame</th><td>1080 x 640 mm</td></tr><tr><th>Radius</th><td>R80</td></tr><tr><th>Glass</th><td>Dark, UV 6% / Heat 16% / Light 17%, ECE 43R</td></tr><tr><th>Roof thickness</th><td>30 to 70 mm</td></tr><tr><th>Operation</th><td>Electric 24V</td></tr><tr><th>Approvals</th><td>EMC, ECE 43R, EC 2004/104, EC 2001/85</td></tr><tr><th>Included</th><td>Break-glass hammer</td></tr><tr><th>Required</th><td>Control unit 30-6000</td></tr></table>",Pegasus Depot,,Roof Hatches,"Roof Hatches,Buses & Coaches,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Electric 24V,Emergency exit,ECE 43R",TRUE,Title,Default Title,,,,,90-6000-E,,shopify,25,continue,manual,985,1095,TRUE,TRUE,,https://pegasusdepot.com/assets/img/90-6000-e-foto1-1-scaled-1400.webp,1,Roof Hatch Electric 970 x 530 Emergency Exit,,Roof Hatch Electric 970 x 530 Emergency Exit · The flagship hatch for buses and coaches,"Large electric 970 x 530 mm roof hatch: EC 2001/85 emergency exit, ECE 43R dark glass dome, EMC approved, EC 2004/104, 30 to 70 mm roof thickness, break-glass hammer included. Controlled by the 30-6000 unit (sold separately or in our kit).",kg,active
roof-hatch-electric-large,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/pmh3-1400.webp,2,Roof Hatch Electric 970 x 530 Emergency Exit,,,,,
roof-hatch-electric-large,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/jozef-1-scaled-1400.webp,3,Roof Hatch Electric 970 x 530 Emergency Exit,,,,,
lighting-round,Dome LED Light Round Ø 150 mm,"<p>The round Dome LED Light is the interior light fitted in horse trucks, ambulances and commercial vehicles that need reliable, glare-free lighting. 24 white LEDs give 230 lm of bright working light at only 2 W, 6 blue LEDs provide a soft night mode that does not disturb animals or patients.</p><p>Dual voltage 12V/24V, IP67 sealed against dust and water, IK10 impact resistant, and dimmable to 50% through the wiring (black ground, red 100%, white 50%, blue night light). Only 13.5 mm thick and 150 g. Rated for 40,000 hours, -40 to +85 °C. Available in white or grey, and made in the Netherlands.</p><h3>Key features</h3><ul><li>24 white + 6 blue LEDs, approx. 230 lm / 2 W</li><li>12V / 24V DC dual voltage</li><li>IP67 dust and water tight, IK10</li><li>50% dimming via wiring, blue night light</li><li>Ø 150 mm, only 13.5 mm thick, 150 g</li><li>Approx. 5000 K, L70 40,000 h</li><li>White or grey housing</li><li>Made in the Netherlands</li></ul><h3>Specifications</h3><table><tr><th>LEDs</th><td>24 white / 6 blue (Everlight)</td></tr><tr><th>Light output</th><td>approx. 230 lm at 100%, 115 lm at 50%</td></tr><tr><th>Power</th><td>2.0 W (100%) · 1.0 W (50%) · 0.5 W night</td></tr><tr><th>Voltage</th><td>12V / 24V DC</td></tr><tr><th>Protection</th><td>IP67, IK10</td></tr><tr><th>Dimensions</th><td>Ø 150 mm x 13.5 mm, 150 g</td></tr><tr><th>Dimming</th><td>50% via wiring</td></tr><tr><th>Night light</th><td>Blue</td></tr><tr><th>Colours</th><td>White (92-GC01) or Grey (92-GC02)</td></tr><tr><th>Origin</th><td>Made in the Netherlands</td></tr></table>",Pegasus Depot,,Interior LED Lighting,"Interior LED Lighting,Horse Trailers & Horseboxes,Ambulances & Emergency Vehicles,Commercial Vans & Service Vehicles,Animal & Livestock Transport,Boats & Marine,Made in NL,IP67,12/24V",TRUE,Colour,White,,,,,92-GC01,,shopify,25,continue,manual,59.95,69.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/92-gc01-foto-1400.webp,1,Dome LED Light Round Ø 150 mm,,"Dome LED Light Round Ø 150 mm · 24 white + 6 blue LEDs, IP67, made in NL","Round Ø 150 mm interior dome light with 24 white and 6 blue LEDs (230 lm). Dual voltage 12/24V, IP67, IK10, 50% dimming through wiring and a blue night-light mode. White or grey housing. Proudly made in the Netherlands.",kg,active
lighting-round,,,,,,,,,Grey,,,,,92-GC02,,shopify,25,continue,manual,59.95,69.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/92-gc02-foto-1400.webp,2,Dome LED Light Round Ø 150 mm,,,,kg,
lighting-round,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/dsc_0841-1-1280x853-1-1-1400.webp,3,Dome LED Light Round Ø 150 mm,,,,,
lighting-rectangle,Dome LED Light Rectangle 350 x 140 mm,"<p>The rectangular Dome LED Light is the workhorse for buses, ambulances, horse trucks and service vehicles: 39 white LEDs (around 5000 K, approx. 368 lm) for bright, even light and 12 blue LEDs for a calm night mode.</p><p>Built to last: IP66 sealed (IP67 optional), vandal resistant to IK10, dual voltage 12V/24V DC with a 230V AC option. Dim to 50% through the wiring (black ground, red 100%, white 50%, blue night light). 350 x 140 mm, only 13.6 mm thick. Made in the Netherlands, chromium finish optional.</p><h3>Key features</h3><ul><li>51 LEDs: 39 white + 12 blue (Everlight 67-21)</li><li>Approx. 368 lm at 100%, 184 lm at 50%</li><li>12V / 24V DC, 230V AC optional</li><li>IP66 (IP67 optional), IK10 vandal resistant</li><li>Approx. 5000 K light colour</li><li>50% dimming via wiring, blue night light</li><li>350 x 140 mm, 13.6 mm thick, approx. 250 g</li><li>White or grey, chromium optional</li><li>EMC approved, made in the Netherlands</li></ul><h3>Specifications</h3><table><tr><th>LEDs</th><td>39 white / 12 blue</td></tr><tr><th>Light output</th><td>approx. 368 lm at 100%</td></tr><tr><th>Power</th><td>approx. 3.2 W (100%) · 1 W night</td></tr><tr><th>Voltage</th><td>12V / 24V DC (230V AC optional)</td></tr><tr><th>Protection</th><td>IP66 (IP67 optional), IK10</td></tr><tr><th>Light colour</th><td>± 5000 K</td></tr><tr><th>Dimming</th><td>50% via wiring</td></tr><tr><th>Dimensions</th><td>350 x 140 mm, 13.6 mm thick</td></tr><tr><th>Colours</th><td>White (92-GC05) or Grey (92-GC06)</td></tr><tr><th>Origin</th><td>Made in the Netherlands</td></tr></table>",Pegasus Depot,,Interior LED Lighting,"Interior LED Lighting,Buses & Coaches,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Commercial Vans & Service Vehicles,Made in NL,IP66 / IP67,12/24V",TRUE,Colour,White,,,,,92-GC05,,shopify,25,continue,manual,89.95,109,TRUE,TRUE,,https://pegasusdepot.com/assets/img/92-gc06-foto-scaled-1400.webp,1,Dome LED Light Rectangle 350 x 140 mm,,"Dome LED Light Rectangle 350 x 140 mm · 51 LEDs, IK10 vandal resistant, IP66","Rectangular 350 x 140 mm dome light with 39 white and 12 blue LEDs (approx. 368 lm). 12/24V DC (230V AC optional), IP66 (IP67 optional), vandal resistant IK10, 50% dimming and blue night light. White or grey.",kg,active
lighting-rectangle,,,,,,,,,Grey,,,,,92-GC06,,shopify,25,continue,manual,89.95,109,TRUE,TRUE,,https://pegasusdepot.com/assets/img/92-gc05-foto-1-scaled-1400.webp,2,Dome LED Light Rectangle 350 x 140 mm,,,,kg,
lighting-rectangle,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/jozef-scaled-1400.webp,3,Dome LED Light Rectangle 350 x 140 mm,,,,,
ceilingflow,Ceilingflow Ceiling Fan,"<p>Ceilingflow is the plug-and-play ceiling fan for offices, workshops, showrooms, shops, schools, kitchens, meeting rooms and server rooms. Remove a ceiling tile, insert the Ceilingflow (595 x 595 x 166 mm, 5.5 kg), plug it in and play. No installation costs, no installer, under five minutes.</p><p>With 130 m³/min of airflow at only 27 to 41 W and a noise level of 35 to 47 dB(A), it cools on warm days and pushes warm air back down on cold days, making optimal use of the vertical temperature profile of your heating. Three speeds, reversible direction and timer on the RF remote. Brushless motor with short-circuit and peak-voltage protection, recyclable ABS, RoHS, CE and LVD certified, IP44.</p><p>Remote control included (can also be operated without). Frame for solid ceilings available separately. One unit covers roughly 40 to 50 m².</p><h3>Key features</h3><ul><li>Fits standard 600 x 600 suspended ceiling tile</li><li>130 m³/min airflow, 3 speeds, reversible</li><li>27 W (low) to 41 W (high)</li><li>35 to 47 dB(A)</li><li>220-230V, plug &amp; play, 2 m cable</li><li>RF remote control included (speed, direction, timer)</li><li>Brushless motor, short-circuit protected, IP44</li><li>Recyclable ABS, RoHS, CE, LVD</li><li>Black or white, 5.5 kg</li></ul><h3>Specifications</h3><table><tr><th>Airflow</th><td>130 m³/min</td></tr><tr><th>Voltage</th><td>220-230V</td></tr><tr><th>Power</th><td>27 W (low) to 41 W (high)</td></tr><tr><th>Noise level</th><td>35 dB(A) low to 47 dB(A) high</td></tr><tr><th>Dimensions</th><td>595 x 595 x 166 mm, 5.5 kg</td></tr><tr><th>Colours</th><td>Black (24-0008) or White (24-0009)</td></tr><tr><th>Accessory</th><td>Frame for solid ceiling 24-0013 (white) / 24-0113 (black)</td></tr></table>",Pegasus Depot,,Indoor Climate,"Indoor Climate,Plug & Play,Remote included,CE",TRUE,Colour,Black,,,,,24-0008,,shopify,25,continue,manual,327,,TRUE,TRUE,,https://pegasusdepot.com/assets/img/plafondventilator-1-scaled-1400.webp,1,Ceilingflow Ceiling Fan,,Ceilingflow Ceiling Fan · Plug & play ceiling fan for suspended ceilings,"The professional ceiling fan that drops into a standard 600 x 600 suspended-ceiling tile. 130 m³/min, 27 to 41 W, 35 to 47 dB(A), remote control included. Cools in summer, destratifies heat in winter. Black or white.",kg,active
ceilingflow,,,,,,,,,White,,,,,24-0009,,shopify,25,continue,manual,327,,TRUE,TRUE,,https://pegasusdepot.com/assets/img/plafondventilator-0-scaled-1400.webp,2,Ceilingflow Ceiling Fan,,,,kg,
ceilingflow,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/ceilingflow-at-school-scaled-1400.webp,3,Ceilingflow Ceiling Fan,,,,,
ceilingflow,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/project1-1480x1100-1-1400.webp,4,Ceilingflow Ceiling Fan,,,,,
ceilingflow-frame,Ceilingflow Frame for Solid Ceilings,"<p>The Ceilingflow is designed to drop into a 600 x 600 suspended-ceiling tile. No suspended ceiling? This frame mounts to any solid ceiling and holds the fan at the correct distance for airflow. Choose white (24-0013) or black (24-0113) to match your Ceilingflow.</p><h3>Key features</h3><ul><li>For solid, plaster or industrial ceilings</li><li>Matches Ceilingflow 24-0008 (black) / 24-0009 (white)</li><li>Quick mounting with standard fixings</li></ul><h3>Specifications</h3><table><tr><th>Fits</th><td>Ceilingflow 24-0008 / 24-0009</td></tr><tr><th>Colours</th><td>White (24-0013) or Black (24-0113)</td></tr></table>",Pegasus Depot,,Indoor Climate,"Indoor Climate,Accessory",TRUE,Colour,White,,,,,24-0013,,shopify,25,continue,manual,49,,TRUE,TRUE,,https://pegasusdepot.com/assets/img/plafondventilator-0-scaled-1400.webp,1,Ceilingflow Frame for Solid Ceilings,,Ceilingflow Frame for Solid Ceilings · Mount the Ceilingflow on a fixed or industrial ceiling,"Surface-mount frame that lets you fit the Ceilingflow ceiling fan where there is no suspended ceiling: concrete, plaster or industrial roof decks. White or black to match the fan.",kg,active
ceilingflow-frame,,,,,,,,,Black,,,,,24-0113,,shopify,25,continue,manual,49,,TRUE,TRUE,,,,,,,,kg,
air-purifier-small,HEPA Air Purifier Small (8 to 15 m²),"<p>The 24-0125 is perfect for individual workstations, bedrooms and other areas with limited floor space. The 360° bottom air inlet and top outlet pull polluted air through an H13 HEPA and activated carbon filter and return clean air to the room.</p><p>CADR 125 m³/h (PM), TVOC CADR 40 to 60 m³/h, three speeds from a whisper-quiet 27 dB. 25 W, child lock, 1.8 kg, sleek matt dark grey.</p><h3>Key features</h3><ul><li>H13 HEPA + activated carbon filter</li><li>Applicable area 8 to 15 m²</li><li>PM CADR 125 m³/h, CCM P1</li><li>3 speeds: 27 / 35 / 42 dB</li><li>25 W, 24V adapter, 1.8 m cord</li><li>Child lock, plug &amp; play</li><li>190 x 200 x 313 mm, 1.8 kg</li></ul><h3>Specifications</h3><table><tr><th>Area</th><td>8 to 15 m²</td></tr><tr><th>Filter</th><td>H13 HEPA + activated carbon</td></tr><tr><th>PM CADR</th><td>125 m³/h</td></tr><tr><th>TVOC CADR</th><td>40 to 60 m³/h</td></tr><tr><th>Noise</th><td>27 / 35 / 42 dB</td></tr><tr><th>Power</th><td>25 W</td></tr><tr><th>Size</th><td>190 x 200 x 313 mm</td></tr><tr><th>Weight</th><td>1.8 kg</td></tr><tr><th>Colour</th><td>Dark grey</td></tr></table>",Pegasus Depot,,Indoor Climate,"Indoor Climate,H13 HEPA,CADR certified",TRUE,Title,Default Title,,,,,24-0125,,shopify,25,continue,manual,149,179,TRUE,TRUE,,https://pegasusdepot.com/assets/img/gc125-3-1400.webp,1,HEPA Air Purifier Small (8 to 15 m²),,"HEPA Air Purifier Small (8 to 15 m²) · H13 HEPA + carbon, 27 dB sleep mode","Compact dark grey air purifier for workstations, bedrooms and small rooms. H13 HEPA + activated carbon filter, CADR 125 m³/h, 360° bottom intake, 3 speeds from 27 dB. Plug & play.",kg,active
air-purifier-large,HEPA Air Purifier Large (42 to 74 m²),"<p>The 24-0600 is ideal for large spaces where high-capacity filtration is required: meeting rooms, lobbies, open-plan offices, classrooms. H13 HEPA, activated carbon and an anion purifier (10 million/cm³) tackle fine dust, bacteria, viruses, dust mites, mould, pollen and odours.</p><p>PM CADR 600 m³/h, TVOC CADR 200 to 390 m³/h, six speeds from a 32.9 dB sleep mode, filter replacement reminder, child lock and a remote control that works from up to 5 metres. Matt grey, universal wheels, 10.5 kg.</p><h3>Key features</h3><ul><li>H13 HEPA + activated carbon + anion purifier</li><li>Applicable area 42 to 74 m²</li><li>PM CADR 600 m³/h, CCM P4</li><li>6 speeds: 32.9 dB sleep mode to 69.5 dB</li><li>Remote control (5 m), child lock</li><li>Filter replacement reminder</li><li>Universal wheels, 10.5 kg, 479 x 269 x 710 mm</li></ul><h3>Specifications</h3><table><tr><th>Area</th><td>42 to 74 m²</td></tr><tr><th>Filter</th><td>H13 HEPA + activated carbon + anion</td></tr><tr><th>PM CADR</th><td>600 m³/h</td></tr><tr><th>TVOC CADR</th><td>200 to 390 m³/h</td></tr><tr><th>Noise</th><td>32.9 to 69.5 dB (6 speeds)</td></tr><tr><th>Power</th><td>60 W, 220-240V</td></tr><tr><th>Size</th><td>479 x 269 x 710 mm</td></tr><tr><th>Weight</th><td>10.5 kg</td></tr><tr><th>Colour</th><td>Dark grey</td></tr></table>",Pegasus Depot,,Indoor Climate,"Indoor Climate,H13 HEPA,CADR certified,Remote included",TRUE,Title,Default Title,,,,,24-0600,,shopify,25,continue,manual,449,499,TRUE,TRUE,,https://pegasusdepot.com/assets/img/gc600-grijs-2-1400.webp,1,HEPA Air Purifier Large (42 to 74 m²),,"HEPA Air Purifier Large (42 to 74 m²) · 600 m³/h CADR, anion, remote control","High-capacity air purifier for meeting rooms, lobbies and open-plan offices. H13 HEPA + activated carbon + anion, CADR 600 m³/h, 6 speeds from 32.9 dB sleep mode, remote control, universal wheels.",kg,active
kit-le-mans-complete-kit,Le Mans Complete Kit,"<p>Stop piecing parts together. The Le Mans Complete Kit gives you the three components every installation needs: the 850 m³/h Le Mans, a 3-position Fan Switch with ventilation symbol (blow / off / suck) and the V12 interior valve that finishes the ceiling and lets you close the airflow when parked.</p><p>Choose your voltage and colour below. White or black cover, 12V for vans and campers, 24V for trucks and coaches. Every kit ships from stock, same day before 15:00 CET.</p><h3>Included</h3><ul><li>1x Le Mans Rooftop Ventilator</li><li>1x Fan Switch 89-4008 with Symbols</li><li>1x V12 Interior Ventilation Valve</li></ul>",Pegasus Depot,,Kit,"Kit,Commercial Vans & Service Vehicles,Horse Trailers & Horseboxes,Ambulances & Emergency Vehicles,Buses & Coaches,Animal & Livestock Transport",TRUE,Voltage & colour,12V · White,Valve colour,Manual · White,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-35-2400,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,https://pegasusdepot.com/assets/img/le-mans-vehicle-1400.webp,1,Le Mans Complete Kit,,Le Mans Complete Kit · save 10%,"The set most bodybuilders order first: a Le Mans rooftop ventilator, the illuminated Fan Switch and a manual V12 interior valve so you can open and close the airflow. One cut-out, one afternoon, done.",kg,active
kit-le-mans-complete-kit,,,,,,,,,12V · White,,Manual · Grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-35-2410,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,12V · White,,Manual · Dark grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-35-2440,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,12V · Black,,Manual · White,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-ZW-35-2400,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,12V · Black,,Manual · Grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-ZW-35-2410,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,12V · Black,,Manual · Dark grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2200-ZW-35-2440,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · White,,Manual · White,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-35-2400,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · White,,Manual · Grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-35-2410,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · White,,Manual · Dark grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-35-2440,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · Black,,Manual · White,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-ZW-35-2400,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · Black,,Manual · Grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-ZW-35-2410,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-complete-kit,,,,,,,,,24V · Black,,Manual · Dark grey,,,KIT-LE-MANS-COMPLETE-KIT-02-2300-ZW-35-2440,,shopify,10,continue,manual,201,223.89999999999998,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,Le Mans Pro Kit,"<p>The Pro Kit is the specification we recommend for ambulances, horse trucks and any vehicle that ventilates 24/7. The Speedcontrol lets you run the Le Mans at a whisper overnight and at full 850 m³/h on a hot afternoon. The electric V12 valve opens and closes from the dashboard. The snow filter keeps snow, rain and insects out of the intake.</p><p>Select voltage and colour. All six components ship together, from stock.</p><h3>Included</h3><ul><li>1x Le Mans Rooftop Ventilator</li><li>1x Speedcontrol 30-3004</li><li>1x Fan Switch 89-4008 with Symbols</li><li>1x V12 Interior Ventilation Valve</li><li>1x 3-Way Switch Square 89-4005</li><li>1x Snow Filter 89-5011</li></ul>",Pegasus Depot,,Kit,"Kit,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Buses & Coaches,Commercial Vans & Service Vehicles",TRUE,Voltage & colour,12V · White,Valve colour,Electric 12/24V · White,,,KIT-LE-MANS-PRO-KIT-02-2200-35-2500,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,https://pegasusdepot.com/assets/img/le-mans-ventilator-2-1400.webp,1,Le Mans Pro Kit,,Le Mans Pro Kit · save 12%,"For vehicles that run all year: Le Mans + Speedcontrol + Fan Switch + electric V12 valve with its own switch + snow filter. Silent night ventilation, full power on hot days, closable from the dashboard, protected against snow and insects.",kg,active
kit-le-mans-pro-kit,,,,,,,,,12V · White,,Electric 12/24V · Grey,,,KIT-LE-MANS-PRO-KIT-02-2200-35-2510,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,12V · White,,Electric 12/24V · Dark grey,,,KIT-LE-MANS-PRO-KIT-02-2200-35-2540,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,12V · Black,,Electric 12/24V · White,,,KIT-LE-MANS-PRO-KIT-02-2200-ZW-35-2500,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,12V · Black,,Electric 12/24V · Grey,,,KIT-LE-MANS-PRO-KIT-02-2200-ZW-35-2510,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,12V · Black,,Electric 12/24V · Dark grey,,,KIT-LE-MANS-PRO-KIT-02-2200-ZW-35-2540,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · White,,Electric 12/24V · White,,,KIT-LE-MANS-PRO-KIT-02-2300-35-2500,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · White,,Electric 12/24V · Grey,,,KIT-LE-MANS-PRO-KIT-02-2300-35-2510,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · White,,Electric 12/24V · Dark grey,,,KIT-LE-MANS-PRO-KIT-02-2300-35-2540,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · Black,,Electric 12/24V · White,,,KIT-LE-MANS-PRO-KIT-02-2300-ZW-35-2500,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · Black,,Electric 12/24V · Grey,,,KIT-LE-MANS-PRO-KIT-02-2300-ZW-35-2510,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-pro-kit,,,,,,,,,24V · Black,,Electric 12/24V · Dark grey,,,KIT-LE-MANS-PRO-KIT-02-2300-ZW-35-2540,,shopify,10,continue,manual,368,418.79999999999995,TRUE,TRUE,,,,,,,,kg,
kit-le-mans-honeycomb-kit,Le Mans Honeycomb Kit,"<p>When you never need to close the vent, the honeycomb grille is the neatest and most affordable finish. This kit pairs the Le Mans with the compact round 3-way switch and the large ABS grille in white, light grey or black.</p><h3>Included</h3><ul><li>1x Le Mans Rooftop Ventilator</li><li>1x 3-Way Switch Round 89-4002</li><li>1x ABS Grille Large Ø 270 mm</li></ul>",Pegasus Depot,,Kit,"Kit,Commercial Vans & Service Vehicles,Dog & K9 Transport",TRUE,Voltage & colour,12V · White,Grille colour,White,,,KIT-LE-MANS-HONEYCOMB-KIT-02-2200-35-2700,,shopify,10,continue,manual,172,191.45,TRUE,TRUE,,https://pegasusdepot.com/assets/img/le-mans-ventilator-3-1400.webp,1,Le Mans Honeycomb Kit,,Le Mans Honeycomb Kit · save 10%,Le Mans + round 3-way switch + Ø 270 mm honeycomb grille. The cleanest interior finish with unobstructed 850 m³/h airflow. For cargo areas and workshops on wheels.,kg,active
